,loss,val_loss
0,0.00031833440880291164,0.00019411594257690012
1,0.00022297415125649422,0.00019915547454729676
2,0.00021161902986932546,0.00020286555809434503
3,0.00018337173969484866,0.0001726447226246819
4,0.00018730251758825034,0.0001646598248044029
5,0.00016948283882811666,0.0001856257440522313
6,0.00016812494141049683,0.00015474582323804498
7,0.0001621723349671811,0.00015840440755710006
8,0.00016000012692529708,0.00015301021630875766
9,0.00015614919539075345,0.00015485097537748516
10,0.00015430052008014172,0.00015198839537333697
11,0.000153329674503766,0.00015365831495728344
12,0.00015061799786053598,0.00015343305130954832
13,0.0001489779824623838,0.0001932561572175473
14,0.00014795649622101337,0.00016770297952461988
15,0.0001471692812629044,0.00015306760906241834
16,0.00014686064969282597,0.00014409494178835303
17,0.000143956727697514,0.00014176822151057422
18,0.0001434181904187426,0.00014676003775093704
19,0.00014277694572228938,0.00014020330854691565
