mixed_file,clean_file,model1_file,model2_file,snr_org,sdr_org,pesq_org,stoi_org,snr_m1,sdr_m1,pesq_m1,stoi_m1,snr_m2,sdr_m2,pesq_m2,stoi_m2
12151_M_Jimyxt_3-143929-A-10_45.29dB.wav,ncuentos_01_grimm_64kb_113.wav,m1_12151_M_Jimyxt_3-143929-A-10_nhcd.wav,12151_M_Jimyxt_3-143929-A-10_45.29dB.wav,22.645,22.63854742050171,1.0257041454315186,0.9970093943179243,17.581379,18.244102001190186,0.9866454807280561,0.9866451251954175,22.947828,22.939248085021973,0.9970859379747888,0.9970859379747888
10452_F_Availle_2-81270-A-1_36.48dB.wav,ncuentosdelaalhambra_02_irving_64kb_86.wav,m1_10452_F_Availle_2-81270-A-1_nhcd.wav,10452_F_Availle_2-81270-A-1_36.48dB.wav,18.24,18.24894666671753,1.0240405797958374,0.9573121903794279,18.914663,18.8614284992218,0.9580260665977581,0.9580289372938795,21.058613,21.028718948364258,0.9732009842501033,0.9732009842501033
5601_M_fervasquez_2-70344-A-33_14.05dB.wav,ncuentosfestivos_07_zuniga_64kb_115.wav,m1_5601_M_fervasquez_2-70344-A-33_nhcd.wav,5601_M_fervasquez_2-70344-A-33_14.05dB.wav,7.0249996,6.935938596725464,1.0442384481430054,0.9497870513902571,10.51033,10.117957592010498,0.9325277787781203,0.9325226281418557,12.770709,12.537859678268433,0.9294725501265129,0.9294725501265129
8516_M_EmilioHerrero_1-19501-A-7_36.88dB.wav,npersuasion_20_austen_64kb_79.wav,m1_8516_M_EmilioHerrero_1-19501-A-7_nhcd.wav,8516_M_EmilioHerrero_1-19501-A-7_36.88dB.wav,18.44,18.43985915184021,1.1049551963806152,0.9982491232891882,15.658218,15.730109214782715,0.9794534928095302,0.979426741296076,22.470383,22.55671977996826,0.9925623949658819,0.9925623949658819
17082_F_Ana-Nunez-Ronchi_1-79220-A-17_25.31dB.wav,ncienmejorespoesias_040_menendezypelayo_64kb_59.wav,m1_17082_F_Ana-Nunez-Ronchi_1-79220-A-17_nhcd.wav,17082_F_Ana-Nunez-Ronchi_1-79220-A-17_25.31dB.wav,12.655,12.63968825340271,1.0365960597991943,0.9759425651780449,10.022268,9.766199588775635,0.9508337522285641,0.950835193619368,13.6303425,13.532674312591553,0.9771693794936448,0.9771693794936448
12505_M_Victor-Villarraza_5-260434-A-39_10.3dB.wav,ncienmejorespoesias_048_menendezypelayo_64kb_57.wav,m1_12505_M_Victor-Villarraza_5-260434-A-39_nhcd.wav,12505_M_Victor-Villarraza_5-260434-A-39_10.3dB.wav,5.1499996,5.150907635688782,1.040640115737915,0.999222356849986,8.770341,8.177187442779541,0.9633980354859233,0.9633952545119843,23.67324,23.654561042785645,0.9986043807320243,0.9986043807320243
909_F_carlacortes_2-141681-B-36_30.68dB.wav,ncienmejorespoesias_069_menendezypelayo_64kb_114.wav,m1_909_F_carlacortes_2-141681-B-36_nhcd.wav,909_F_carlacortes_2-141681-B-36_30.68dB.wav,15.34,15.325706005096436,1.0506609678268433,0.869779386573422,17.111124,17.066514492034912,0.8773285675915239,0.8773197539617454,20.029083,19.992297887802124,0.908039536440697,0.908039536440697
23092_F_KHand_1-22694-A-20_14.92dB.wav,npoesias_017_unamuno_64kb_90.wav,m1_23092_F_KHand_1-22694-A-20_nhcd.wav,23092_F_KHand_1-22694-A-20_14.92dB.wav,7.4600005,7.445370554924011,1.019252896308899,0.9028817255831799,10.997809,10.643726587295532,0.899873611163695,0.8998773564862467,16.031128,15.926308631896973,0.9441726269096059,0.9441726269096059
889_F_Diana-Valentin_2-76408-A-22_3.54dB.wav,ncienmejorespoesias_075_menendezypelayo_64kb_47.wav,m1_889_F_Diana-Valentin_2-76408-A-22_nhcd.wav,889_F_Diana-Valentin_2-76408-A-22_3.54dB.wav,1.7700002,1.7087422311306,1.0464171171188354,0.7798135198606515,5.060863,4.554541707038879,0.819434396650073,0.8194320928679123,11.559502,11.269915103912354,0.8619575555227124,0.8619575555227124
3682_M_manrico_2-209473-A-25_25.52dB.wav,ncienmejorespoesias_028_menendezypelayo_64kb_1.wav,m1_3682_M_manrico_2-209473-A-25_nhcd.wav,3682_M_manrico_2-209473-A-25_25.52dB.wav,12.759999,12.748206853866577,1.0381419658660889,0.9569350456162022,14.2304,14.147405624389648,0.9594530742712454,0.959452225307712,15.169396,15.050112009048462,0.9727492546436122,0.9727492546436122
17299_F_Diana-Valentin_5-151085-A-20_23.35dB.wav,ncienmejorespoesias_075_menendezypelayo_64kb_90.wav,m1_17299_F_Diana-Valentin_5-151085-A-20_nhcd.wav,17299_F_Diana-Valentin_5-151085-A-20_23.35dB.wav,11.675,11.641031503677368,1.0427379608154297,0.9188829162566904,13.530287,13.342337608337402,0.9242668612549444,0.9242752210409579,15.5242,15.402092933654785,0.9583898334607795,0.9583898334607795
19172_M_Ronaldo_3-156393-A-35_6.89dB.wav,npoesias_049_unamuno_64kb_13.wav,m1_19172_M_Ronaldo_3-156393-A-35_nhcd.wav,19172_M_Ronaldo_3-156393-A-35_6.89dB.wav,3.4450004,3.4477949142456055,1.0599229335784912,0.8787023844463634,6.386668,5.2597081661224365,0.8505559325296125,0.8505560846813823,9.7031145,9.265790581703186,0.9153740415154095,0.9153740415154095
11177_M_Rodrigo-Hinojosa_3-142601-A-21_43.95dB.wav,nisaias_28_reinavalera_64kb_40.wav,m1_11177_M_Rodrigo-Hinojosa_3-142601-A-21_nhcd.wav,11177_M_Rodrigo-Hinojosa_3-142601-A-21_43.95dB.wav,21.975,21.974687576293945,1.033918023109436,0.9906861936433214,18.219357,18.32069993019104,0.9633736083239868,0.9633732270123618,23.635605,23.620576858520508,0.9744256908647623,0.9744256908647623
7295_F_lomeraniel_4-152958-A-18_31.12dB.wav,nranaviajera_01_camba_64kb_17.wav,m1_7295_F_lomeraniel_4-152958-A-18_nhcd.wav,7295_F_lomeraniel_4-152958-A-18_31.12dB.wav,15.559999,15.548869371414185,1.0251976251602173,0.939066083846082,16.03861,15.958060026168823,0.932196562833058,0.932190714817839,17.767796,17.705899477005005,0.9537615717669741,0.9537615717669741
10716_F_lomeraniel_5-179294-A-46_16.49dB.wav,nranaviajera_05_camba_64kb_41.wav,m1_10716_F_lomeraniel_5-179294-A-46_nhcd.wav,10716_F_lomeraniel_5-179294-A-46_16.49dB.wav,8.244999,8.261666297912598,1.0203033685684204,0.8123853013756098,11.295328,11.011936664581299,0.836259143510076,0.8362569488517563,13.703557,13.516652584075928,0.8787388445847604,0.8787388445847604
11906_F_Elsie-Selwyn_1-95563-A-31_15.68dB.wav,npersuasion_18_austen_64kb_20.wav,m1_11906_F_Elsie-Selwyn_1-95563-A-31_nhcd.wav,11906_F_Elsie-Selwyn_1-95563-A-31_15.68dB.wav,7.8399997,7.8609806299209595,1.021156907081604,0.8991950015410753,11.649914,11.437591314315796,0.8739808359471184,0.8739865387414066,20.06073,20.043439865112305,0.9637653267403803,0.9637653267403803
15443_F_KHand_4-172143-A-13_8.11dB.wav,npoesias_017_unamuno_64kb_40.wav,m1_15443_F_KHand_4-172143-A-13_nhcd.wav,15443_F_KHand_4-172143-A-13_8.11dB.wav,4.055,4.057461321353912,1.0228744745254517,0.922900255960072,7.312299,6.420775651931763,0.8689187493441337,0.8692916595791665,13.540297,13.350940942764282,0.9535827390960958,0.9535827390960958
7063_M_Javier-Gargiulo_1-47709-A-16_10.79dB.wav,nantologiahispanoamericano_14_various_64kb_38.wav,m1_7063_M_Javier-Gargiulo_1-47709-A-16_nhcd.wav,7063_M_Javier-Gargiulo_1-47709-A-16_10.79dB.wav,5.3950005,5.393688678741455,1.037380576133728,0.8650354222894215,8.442276,7.864604592323303,0.8031369812098662,0.8030999997824977,11.711023,11.43293023109436,0.8800675415828246,0.8800675415828246
22796_M_Marreran_4-182369-A-12_21.06dB.wav,nviajesmarcopolo_06_pisa_64kb_114.wav,m1_22796_M_Marreran_4-182369-A-12_nhcd.wav,22796_M_Marreran_4-182369-A-12_21.06dB.wav,10.53,10.526880025863647,1.0213412046432495,0.9257340155678697,9.844624,9.547914266586304,0.8674732386013667,0.867458968905218,14.297452,14.133806228637695,0.9364060342623874,0.9364060342623874
17779_M_Adrian-Eraldo-Cavalcanti_5-181977-A-35_28.58dB.wav,ncienmejorespoesias_030_menendezypelayo_64kb_0.wav,m1_17779_M_Adrian-Eraldo-Cavalcanti_5-181977-A-35_nhcd.wav,17779_M_Adrian-Eraldo-Cavalcanti_5-181977-A-35_28.58dB.wav,14.289999,14.274475574493408,1.0341957807540894,0.9298497145416162,15.27635,15.145703554153442,0.9402394262679915,0.9402380738495223,16.617016,16.53127670288086,0.9563085226687892,0.9563085226687892
